name	drugA	drugB	concA	concB	experiments
201	164	2015	2.5e-09	1e-05	0.626367576
201	164	2015	2.5e-09	1.4e-05	0.499377629
201	164	2015	5e-09	0	0.833280173
201	164	2015	5e-09	1e-07	0.864565887
201	164	2015	5e-09	2.5e-07	0.871926927
201	164	2015	5e-09	5e-07	0.56675403
201	164	2015	5e-09	1e-06	0.480578013
201	164	2015	5e-09	2e-06	0.449702937
201	164	2015	5e-09	4e-06	0.782581657
201	164	2015	5e-09	6e-06	0.795789733
201	164	2015	5e-09	1e-05	0.785442843
201	164	2015	5e-09	1.4e-05	0.512776405
201	164	2015	7.5e-09	0	0.466072761
201	164	2015	7.5e-09	1e-07	0.454640082
201	164	2015	7.5e-09	2.5e-07	0.721442975
201	164	2015	7.5e-09	5e-07	0.7426042
201	164	2015	7.5e-09	1e-06	0.686493072
201	164	2015	7.5e-09	2e-06	0.490202593
201	164	2015	7.5e-09	4e-06	0.436491267
201	164	2015	7.5e-09	6e-06	0.436994309
201	164	2015	7.5e-09	1e-05	0.631182134
201	164	2015	7.5e-09	1.4e-05	0.643825295
201	164	2015	1e-08	0	0.574217423
201	164	2015	1e-08	1e-07	0.436623668
201	164	2015	1e-08	2.5e-07	0.453234694
201	164	2015	1e-08	5e-07	0.422334247
201	164	2015	1e-08	1e-06	0.529388237
201	164	2015	1e-08	2e-06	0.520260924
201	164	2015	1e-08	4e-06	0.420806912
201	164	2015	1e-08	6e-06	0.387733198
201	164	2015	1e-08	1e-05	0.382692727
201	164	2015	1e-08	1.4e-05	0.3841791
202	164	2015	0	0	1
202	164	2015	0	1e-07	0.973143097
202	164	2015	0	2.5e-07	1.078052875
202	164	2015	0	5e-07	0.949923066
202	164	2015	0	1e-06	0.928241712
202	164	2015	0	2e-06	0.934424395
202	164	2015	0	4e-06	0.96877885
202	164	2015	0	6e-06	1.008029095
202	164	2015	0	1e-05	1.007245769
202	164	2015	0	1.4e-05	1.007749336
202	164	2015	1e-09	0	0.982878724
202	164	2015	1e-09	1e-07	0.88980277
202	164	2015	1e-09	2.5e-07	0.971212757
202	164	2015	1e-09	5e-07	1.010714785
202	164	2015	1e-09	1e-06	0.948524269
202	164	2015	1e-09	2e-06	0.961924745
202	164	2015	1e-09	4e-06	0.943544552
202	164	2015	1e-09	6e-06	0.996614911
202	164	2015	1e-09	1e-05	0.976779969
202	164	2015	1e-09	1.4e-05	1.003636872
202	164	2015	2.5e-09	0	1.049517415
202	164	2015	2.5e-09	1e-07	0.953643866
202	164	2015	2.5e-09	2.5e-07	0.921667366
202	164	2015	2.5e-09	5e-07	0.83880263
202	164	2015	2.5e-09	1e-06	0.924520912
202	164	2015	2.5e-09	2e-06	0.974681774
202	164	2015	2.5e-09	4e-06	0.910980557
202	164	2015	2.5e-09	6e-06	0.913246608
202	164	2015	2.5e-09	1e-05	0.926982795
202	164	2015	2.5e-09	1.4e-05	0.808868373
202	164	2015	5e-09	0	0.813120716
202	164	2015	5e-09	1e-07	0.801007134
202	164	2015	5e-09	2.5e-07	0.896908659
202	164	2015	5e-09	5e-07	0.747796895
202	164	2015	5e-09	1e-06	0.741334452
202	164	2015	5e-09	2e-06	0.748216534
202	164	2015	5e-09	4e-06	0.672938694
202	164	2015	5e-09	6e-06	0.756494861
202	164	2015	5e-09	1e-05	0.746286194
202	164	2015	5e-09	1.4e-05	0.685818021
202	164	2015	7.5e-09	0	0.645432928
202	164	2015	7.5e-09	1e-07	0.625174791
202	164	2015	7.5e-09	2.5e-07	0.655849946
202	164	2015	7.5e-09	5e-07	0.650050291
202	164	2015	7.5e-09	1e-06	0.626353336
202	164	2015	7.5e-09	2e-06	0.610774477
202	164	2015	7.5e-09	4e-06	0.606910057
202	164	2015	7.5e-09	6e-06	0.562887913
202	164	2015	7.5e-09	1e-05	0.732787721
202	164	2015	7.5e-09	1.4e-05	0.606064323
202	164	2015	1e-08	0	0.601538677
202	164	2015	1e-08	1e-07	0.606490032
202	164	2015	1e-08	2.5e-07	0.532934279
202	164	2015	1e-08	5e-07	0.549199029
202	164	2015	1e-08	1e-06	0.59882501
